"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay"
2005,6,7,2,1535,1535,1810,1820,"WN",2816,"N360",95,105,85,-10,0,"PDX","SLC",630,5,5,0,"",0,0,0,0,0,0
2005,2,10,4,1736,1715,2102,2043,"HP",791,"N670AW",146,148,134,19,21,"PDX","PHX",1009,5,7,0,"",0,0,0,0,0,19
2005,4,24,7,1428,1435,1902,1856,"AS",192,"N644AS",214,201,200,6,-7,"ANC","SEA",1449,7,7,0,"",0,0,0,0,0,0
2005,10,14,5,826,825,953,1011,"OO",5845,"N705SK",87,106,68,-18,1,"ORD","MEM",491,4,15,0,"",0,0,0,0,0,0
2005,8,13,6,1555,1555,1654,1658,"UA",138,"N928UA",59,63,30,-4,0,"ORD","IND",177,7,22,0,"",0,0,0,0,0,0
2006,6,20,2,1901,1901,1956,1959,"AA",2417,"N3BTAA",175,178,153,-3,0,"DFW","SNA",1205,6,16,0,"",0,0,0,0,0,0
2006,7,20,4,2049,2030,2227,2202,"XE",3145,"N14505",98,92,69,25,19,"CLE","LGA",418,8,21,0,"",0,0,0,25,0,0
2005,8,17,3,941,945,1138,1147,"DL",1883,"N911DL",57,62,37,-9,-4,"BNA","ATL",214,7,13,0,"",0,0,0,0,0,0
2006,12,10,7,1712,1715,2107,2124,"DL",1136,"N902DA",175,189,147,-17,-3,"SLC","ORD",1249,9,19,0,"",0,0,0,0,0,0
2006,12,20,3,1423,1420,1543,1550,"WN",2386,"N660SW",80,90,72,-7,3,"SMF","PDX",479,2,6,0,"",0,0,0,0,0,0
2006,11,7,2,858,905,1201,1225,"HA",19,"N582HA",303,320,168,-24,-7,"SMF","HNL",2462,4,11,0,"",0,0,0,0,0,0
2006,10,28,6,1104,1106,1124,1113,"FL",428,"N954AT",80,67,47,11,-2,"ATL","PNS",272,14,19,0,"",0,0,0,0,0,0
2006,3,4,6,1455,1454,1745,1724,"AA",1835,"N347AA",290,270,261,21,1,"ORD","SFO",1846,10,19,0,"",0,0,0,21,0,0
2005,6,22,3,2101,1918,2229,2100,"MQ",4775,"N730KW",88,102,72,89,103,"BOS","DCA",399,4,12,0,"",0,0,0,0,0,89
2006,9,20,3,1256,1257,1406,1409,"US",535,"N835AW",70,72,44,-3,-1,"LAS","PHX",256,4,22,0,"",0,0,0,0,0,0
2006,6,8,4,1218,1228,2048,2040,"UA",44,"N670UA",330,312,309,8,-10,"OGG","LAX",2486,11,10,0,"",0,0,0,0,0,0
2005,11,22,2,1429,1415,1528,1521,"DL",763,"N3733Z",59,66,44,7,14,"SAV","ATL",215,7,8,0,"",0,0,0,0,0,0
2005,3,21,1,1850,1848,2225,2213,"AA",2094,"N491AA",155,145,120,12,2,"DFW","RSW",1017,3,32,0,"",0,0,0,0,0,0
2005,4,30,6,905,910,1136,1130,"DL",811,"N943DL",151,140,135,6,-5,"PWM","CVG",810,6,10,0,"",0,0,0,0,0,0
2006,11,9,4,1756,1800,1913,1920,"AA",1821,"N427AA",77,80,54,-7,-4,"ICT","DFW",328,13,10,0,"",0,0,0,0,0,0
2006,11,18,6,NA,936,NA,1204,"DL",1750,"N903DA",NA,88,NA,NA,NA,"LAS","SLC",368,0,0,1,"A",0,0,0,0,0,0
2005,2,26,6,1604,1550,2102,2050,"NW",93,"N587NW",358,360,338,12,14,"ANC","OGG",2797,7,13,0,"",0,0,0,0,0,0
2006,8,31,4,1210,1218,1331,1317,"OO",6835,"N973SW",141,119,97,14,-8,"SYR","ORD",607,32,12,0,"",0,0,0,0,0,0
2005,4,23,6,1447,1450,1818,1817,"DL",1524,"N973DL",151,147,132,1,-3,"AUS","CVG",958,5,14,0,"",0,0,0,0,0,0
2005,12,13,2,1113,1120,1346,1400,"OH",5867,"N656CA",153,160,136,-14,-7,"RSW","CVG",879,3,14,0,"",0,0,0,0,0,0
2006,6,19,1,1659,1703,2104,2103,"AA",1962,"N3CAAA",185,180,156,1,-4,"DFW","IAD",1172,16,13,0,"",0,0,0,0,0,0
2005,9,23,5,641,630,905,903,"DL",2009,"N698DL",144,153,116,2,11,"LGA","MCO",950,5,23,0,"",0,0,0,0,0,0
2006,9,26,2,1822,1836,2005,2015,"OO",6861,"N919SW",103,99,76,-10,-14,"LNK","ORD",466,14,13,0,"",0,0,0,0,0,0
2005,3,3,4,1730,1729,2040,2049,"AA",874,"N526AA",130,140,109,-9,1,"ORD","BOS",867,7,14,0,"",0,0,0,0,0,0
2006,12,10,7,1609,1615,1724,1727,"UA",1451,"N458UA",75,72,45,-3,-6,"LAS","LAX",236,4,26,0,"",0,0,0,0,0,0
2006,6,19,1,604,615,723,742,"XE",2352,"N11181",79,87,56,-19,-11,"PWM","EWR",284,13,10,0,"",0,0,0,0,0,0
2006,8,31,4,1024,1025,1159,1153,"XE",2506,"N14959",95,88,72,6,-1,"IAH","PNS",489,5,18,0,"",0,0,0,0,0,0
2006,2,26,7,703,700,810,831,"EV",4681,"N832AS",67,91,54,-21,3,"ROA","ATL",357,2,11,0,"",0,0,0,0,0,0
2005,8,11,4,546,555,658,700,"CO",214,"N14604",72,65,46,-2,-9,"DFW","IAH",224,7,19,0,"",0,0,0,0,0,0
2006,10,19,4,1310,1315,1746,1758,"XE",2368,"N16149",156,163,138,-12,-5,"DEN","CLE",1201,6,12,0,"",0,0,0,0,0,0
2006,2,10,5,1405,1412,1509,1504,"EV",4253,"N937EV",124,112,99,5,-7,"ATL","SHV",552,4,21,0,"",0,0,0,0,0,0
2005,11,24,4,1214,1145,1255,1240,"F9",777,"N924FR",101,115,83,15,29,"DEN","LAS",629,8,10,0,"",0,15,0,0,0,0
2005,8,21,7,550,600,642,656,"OO",6875,"N957SW",52,56,30,-14,-10,"FWA","ORD",157,14,8,0,"",0,0,0,0,0,0
2005,9,24,6,1804,1705,2013,1922,"UA",941,"N777UA",249,257,230,51,59,"ORD","LAX",1745,2,17,0,"",0,22,0,0,0,29
2006,12,19,2,609,615,814,819,"XE",3277,"N11119",125,124,106,-5,-6,"PVD","CLE",540,7,12,0,"",0,0,0,0,0,0
2005,1,4,2,744,725,850,836,"OH",5312,"N918CA",66,71,44,14,19,"CVG","CLE",221,3,19,0,"",0,0,0,0,0,0
2006,3,15,3,1243,1227,1301,1244,"FL",529,"N604AT",78,77,59,17,16,"ATL","MEM",332,5,14,0,"",0,16,0,1,0,0
2006,3,2,4,2246,2050,2357,2210,"XE",2328,"N16987",71,80,44,107,116,"EWR","PWM",284,4,23,0,"",0,0,15,0,0,92
2005,9,10,6,1332,1320,2203,2145,"HA",26,"N590HA",331,325,494,18,12,"HNL","PDX",2603,5,12,0,"",0,18,0,0,0,0
2006,8,4,5,1300,1300,1413,1407,"MQ",3077,"N392AE",73,67,34,6,0,"LAX","SAN",109,5,34,0,"",0,0,0,0,0,0
2005,10,24,1,1808,1812,1858,1901,"MQ",3099,"N901AE",50,49,28,-3,-4,"LAX","SBA",89,6,16,0,"",0,0,0,0,0,0
2005,10,3,1,1607,1610,1700,1712,"AA",355,"N574AA",173,182,157,-12,-3,"DFW","ONT",1189,4,12,0,"",0,0,0,0,0,0
2005,1,31,1,1940,1850,2206,2145,"WN",2161,"N766",146,175,130,21,50,"PHL","PBI",951,2,14,0,"",0,0,0,0,0,21
2006,9,18,1,1946,1925,2040,2030,"AA",1378,"N630AA",54,65,34,10,21,"DFW","TUL",237,5,15,0,"",0,0,0,0,0,0
2006,2,8,3,1256,1256,1319,1323,"OO",6684,"N772SK",83,87,67,-4,0,"ICT","DEN",419,5,11,0,"",0,0,0,0,0,0
2005,10,31,1,859,900,1218,1225,"OO",3839,"N412SW",139,145,120,-7,-1,"SLC","TUL",926,3,16,0,"",0,0,0,0,0,0
2005,4,9,6,2150,2150,2242,2245,"OH",5017,"N809CA",52,55,33,-3,0,"CVG","TYS",226,4,15,0,"",0,0,0,0,0,0
2005,6,22,3,1355,1328,1516,1500,"XE",2767,"N11535",81,92,66,16,27,"TUL","IAH",429,6,9,0,"",0,0,0,0,0,16
2005,5,29,7,1205,1208,1634,1620,"AA",674,"N612AA",269,252,236,14,-3,"SJU","EWR",1608,11,22,0,"",0,0,0,0,0,0
2006,3,27,1,1035,1035,1128,1135,"YV",6532,"N17337",53,60,40,-7,0,"ONT","LAS",197,3,10,0,"",0,0,0,0,0,0
2005,11,29,2,12,2015,125,2134,"XE",3177,"N14947",73,79,54,231,237,"EWR","RIC",278,6,13,0,"",0,231,0,0,0,0
2006,11,23,4,607,615,1215,1217,"CO",308,"N24212",248,242,226,-2,-8,"PDX","IAH",1825,9,13,0,"",0,0,0,0,0,0
2005,1,22,6,1658,1651,1732,1733,"OO",6119,"N235SW",34,42,25,-1,7,"PSP","LAX",110,3,6,0,"",0,0,0,0,0,0
2005,9,1,4,1441,1441,1528,1525,"EV",4684,"N674BR",47,44,24,3,0,"DAY","CVG",64,7,16,0,"",0,0,0,0,0,0
2006,3,17,5,640,645,959,1005,"XE",3279,"N14920",139,140,118,-6,-5,"STL","EWR",872,6,15,0,"",0,0,0,0,0,0
2005,10,22,6,1206,1215,1343,1355,"XE",2293,"N12519",97,100,78,-12,-9,"CLE","PWM",609,4,15,0,"",0,0,0,0,0,0
2006,12,31,7,1245,1220,1307,1245,"WN",2196,"N776",82,85,71,22,25,"PIT","MDW",402,3,8,0,"",0,13,0,0,0,9
2006,11,14,2,1557,1600,1756,1751,"US",1872,"N755UW",119,111,97,5,-3,"CLT","BDL",644,5,17,0,"",0,0,0,0,0,0
2006,2,10,5,1955,1955,2251,2300,"CO",638,"N59338",176,185,158,-9,0,"EWR","MIA",1086,4,14,0,"",0,0,0,0,0,0
2006,11,7,2,600,600,659,659,"OH",4934,"N781CA",59,59,47,0,0,"DCA","LGA",214,2,10,0,"",0,0,0,0,0,0
2006,11,2,4,1321,1326,1339,1358,"YV",7476,"N513MJ",78,92,63,-19,-5,"CLE","ORD",316,5,10,0,"",0,0,0,0,0,0
2005,2,21,1,17,2158,200,2326,"DL",894,"N960DL",103,88,71,154,139,"ATL","DAY",432,7,25,0,"",0,0,0,15,0,139
2006,1,31,2,750,750,917,925,"WN",548,"N680",87,95,75,-8,0,"PHX","SLC",507,2,10,0,"",0,0,0,0,0,0
2005,1,1,6,654,655,935,950,"CO",49,"N75858",221,235,185,-15,-1,"EWR","IAH",1400,15,21,0,"",0,0,0,0,0,0
2005,8,13,6,710,700,1109,1110,"WN",238,"N215",119,130,109,-1,10,"PHX","SAT",843,3,7,0,"",0,0,0,0,0,0
2005,11,27,7,1012,1012,1347,1342,"FL",855,"N952AT",155,150,123,5,0,"MSP","ATL",906,13,19,0,"",0,0,0,0,0,0
2005,3,3,4,1457,1435,1916,1856,"AS",192,"N624AS",199,201,178,20,22,"ANC","SEA",1449,6,15,0,"",0,0,0,0,0,20
2006,4,24,1,1611,1611,1719,1710,"OO",5740,"N250YV",68,59,50,9,0,"IPL","LAX",181,6,12,0,"",0,0,0,0,0,0
2006,6,24,6,1437,1259,2228,2059,"AS",6,"N647AS",291,300,266,89,98,"LAX","DCA",2311,3,22,0,"",0,89,0,0,0,0
2006,10,29,7,2032,2031,2204,2159,"DL",1016,"N613DL",92,88,58,5,1,"ATL","TPA",406,3,31,0,"",0,0,0,0,0,0
2006,11,7,2,1032,1035,1605,1600,"F9",672,"N941FR",213,205,189,5,-3,"DEN","MCO",1545,9,15,0,"",0,0,0,0,0,0
2006,1,1,7,1134,1136,1229,1240,"OO",6934,"N937SW",55,64,37,-11,-2,"GRB","ORD",174,9,9,0,"",0,0,0,0,0,0
2005,11,6,7,1202,1210,1346,1350,"DH",1755,"N634BR",104,100,79,-4,-8,"MHT","IAD",418,4,20,0,"",0,0,0,0,0,0
2006,10,12,4,2033,2035,2301,2238,"XE",3033,"N12122",208,183,189,23,-2,"CLE","AUS",1174,5,14,0,"",0,0,0,23,0,0
2006,1,26,4,1421,1425,1456,1459,"HA",179,"N485HA",35,34,22,-3,-4,"OGG","HNL",100,5,8,0,"",0,0,0,0,0,0
2005,12,21,3,750,745,1046,1040,"WN",1798,"N325",116,115,98,6,5,"SEA","SLC",689,8,10,0,"",0,0,0,0,0,0
2006,12,9,6,1224,1220,1808,1805,"AA",2302,"N395AA",224,225,185,3,4,"SEA","DFW",1660,13,26,0,"",0,0,0,0,0,0
2005,1,27,4,637,641,845,902,"MQ",3457,"N504AE",128,141,107,-17,-4,"DFW","MSP",852,6,15,0,"",0,0,0,0,0,0
2005,8,29,1,1200,1110,1249,1203,"MQ",3040,"N301AE",49,53,29,46,50,"SBA","LAX",89,7,13,0,"",0,0,0,0,0,46
2005,1,1,6,2002,2010,2200,2223,"FL",596,"N986AT",118,133,98,-23,-8,"ATL","ROC",749,5,15,0,"",0,0,0,0,0,0
2006,10,23,1,1148,1154,1354,1414,"FL",154,"N923AT",126,140,109,-20,-6,"DFW","MDW",797,6,11,0,"",0,0,0,0,0,0
2006,10,27,5,1428,1435,1540,1538,"NW",1717,"N601NW",72,63,41,2,-7,"DSM","MSP",232,14,17,0,"",0,0,0,0,0,0
2006,3,20,1,959,945,1228,1227,"DL",260,"N987DL",149,162,122,1,14,"ATL","BOS",946,6,21,0,"",0,0,0,0,0,0
2006,11,2,4,1720,1719,1847,1855,"US",456,"N168AW",87,96,70,-8,1,"PHX","SLC",507,6,11,0,"",0,0,0,0,0,0
2006,1,22,7,1922,1920,2241,2240,"XE",2113,"N13964",139,140,115,1,2,"IAH","GSP",838,5,19,0,"",0,0,0,0,0,0
2005,5,23,1,1216,1225,1300,1316,"US",123,"N747UW",44,51,32,-16,-9,"MYR","CLT",156,5,7,0,"",0,0,0,0,0,0
2005,12,5,1,806,755,1036,1036,"UA",379,"N415UA",270,281,248,0,11,"ORD","SJC",1829,7,15,0,"",0,0,0,0,0,0
2005,11,23,3,1201,1155,1318,1313,"US",1708,"N812MD",77,78,65,5,6,"ALB","DCA",318,2,10,0,"",0,0,0,0,0,0
2005,6,29,3,706,715,1132,1140,"CO",1130,"N32626",206,205,183,-8,-9,"DFW","EWR",1372,5,18,0,"",0,0,0,0,0,0
2006,11,14,2,1030,1030,1115,1110,"YV",1024,"N655BR",45,40,27,5,0,"KOA","HNL",163,7,11,0,"",0,0,0,0,0,0
2005,9,17,6,926,920,1134,1140,"EV",4875,"N694BR",128,140,116,-6,6,"TPA","DAY",828,3,9,0,"",0,0,0,0,0,0
2005,5,16,1,907,914,1101,1113,"NW",1443,"N327NB",114,119,95,-12,-7,"PVD","DTW",614,4,15,0,"",0,0,0,0,0,0
2006,10,15,7,819,825,952,948,"XE",2833,"N11551",93,83,56,4,-6,"BRO","IAH",308,25,12,0,"",0,0,0,0,0,0
2006,9,13,3,739,740,824,830,"WN",1474,"N682",45,50,35,-6,-1,"OAK","RNO",180,3,7,0,"",0,0,0,0,0,0
2005,2,28,1,1705,1715,2045,2043,"HP",791,"N646AW",160,148,128,2,-10,"PDX","PHX",1009,24,8,0,"",0,0,0,0,0,0
2005,6,26,7,755,755,1309,1325,"WN",1225,"N402",194,210,184,-16,0,"LAS","MDW",1521,1,9,0,"",0,0,0,0,0,0
2006,9,24,7,1812,1814,2041,2055,"OO",3865,"N411SW",89,101,75,-14,-2,"SMF","SLC",532,4,10,0,"",0,0,0,0,0,0
2006,7,14,5,1644,1652,2225,2225,"AA",1716,"N259AA",221,213,202,0,-8,"LAX","STL",1593,3,16,0,"",0,0,0,0,0,0
2006,12,2,6,1705,1645,2040,2025,"WN",1460,"N688SW",155,160,144,15,20,"STL","FLL",1056,3,8,0,"",0,15,0,0,0,0
2006,9,27,3,1313,1320,1405,1425,"MQ",3287,"N301AE",52,65,38,-20,-7,"DFW","CLL",164,3,11,0,"",0,0,0,0,0,0
2006,6,2,5,1125,1127,1502,1456,"AA",1638,"N5TSAA",157,149,130,6,-2,"DFW","MCO",984,5,22,0,"",0,0,0,0,0,0
2005,4,24,7,1552,1600,1720,1721,"OO",6526,"N982SW",88,81,69,-1,-8,"LAX","PHX",370,6,13,0,"",0,0,0,0,0,0
2005,1,6,4,1045,1045,1135,1156,"OH",5530,"N507CA",110,131,85,-21,0,"CVG","MSP",596,10,15,0,"",0,0,0,0,0,0
2006,3,19,7,740,745,959,1019,"FL",512,"N928AT",139,154,126,-20,-5,"BWI","FLL",925,4,9,0,"",0,0,0,0,0,0
2006,11,20,1,901,903,1058,1042,"NW",753,"N756NW",117,99,66,16,-2,"SYR","DTW",374,10,41,0,"",0,0,0,16,0,0
2006,5,6,6,1645,1646,1842,1857,"FL",551,"N946AT",117,131,105,-15,-1,"BUF","ATL",712,4,8,0,"",0,0,0,0,0,0
2006,2,12,7,653,700,NA,957,"CO",239,"N70330",NA,177,NA,NA,-7,"MIA","EWR",1086,0,15,0,"",1,0,0,0,0,0
2006,1,24,2,1734,1740,1833,1840,"MQ",4005,"N645AE",59,60,36,-7,-6,"ORD","CID",196,4,19,0,"",0,0,0,0,0,0
2005,1,24,1,1745,1745,1824,1835,"WN",42,"N397SW",99,110,85,-11,0,"DAL","ABQ",580,4,10,0,"",0,0,0,0,0,0
2006,3,18,6,1222,1230,1342,1358,"FL",477,"N989AT",80,88,63,-16,-8,"BOS","BWI",370,6,11,0,"",0,0,0,0,0,0
2006,1,4,3,953,947,1043,1033,"MQ",3923,"N902BC",50,46,31,10,6,"MSN","ORD",109,6,13,0,"",0,0,0,0,0,0
2006,5,22,1,1355,1400,1725,1731,"UA",536,"N942UA",150,151,124,-6,-5,"ORD","BOS",867,3,23,0,"",0,0,0,0,0,0
2005,8,14,7,622,625,808,815,"MQ",3830,"N831AE",106,110,91,-7,-3,"PNS","DFW",604,10,5,0,"",0,0,0,0,0,0
2005,3,22,2,1005,1008,1144,1140,"UA",580,"N544UA",99,92,67,4,-3,"SAN","SFO",447,6,26,0,"",0,0,0,0,0,0
2006,3,17,5,1200,1135,1241,1221,"OO",6112,"N565SW",41,46,30,20,25,"LAX","PSP",110,3,8,0,"",0,20,0,0,0,0
2005,10,4,2,1130,1140,1446,1440,"CO",1740,"N37273",136,120,99,6,-10,"ABQ","IAH",744,18,19,0,"",0,0,0,0,0,0
2006,3,16,4,1403,1359,1500,1505,"DL",856,"N330DL",57,66,40,-5,4,"ATL","CHS",259,6,11,0,"",0,0,0,0,0,0
2005,6,14,2,2025,2025,2256,2300,"WN",2079,"N604SW",91,95,82,-4,0,"OAK","SLC",588,2,7,0,"",0,0,0,0,0,0
2006,11,18,6,1305,1234,1452,1434,"NW",1195,"N353NW",107,120,82,18,31,"LGA","DTW",501,8,17,0,"",0,0,0,0,0,18
2006,3,22,3,1343,1345,1658,1638,"US",1655,"N807MD",255,233,219,20,-2,"PHL","IAH",1324,9,27,0,"",0,0,0,20,0,0
2005,12,1,4,1627,1635,1801,1820,"FL",446,"N963AT",94,105,76,-19,-8,"ATL","BWI",576,8,10,0,"",0,0,0,0,0,0
2005,7,6,3,646,645,943,942,"CO",1541,"N69311",117,117,98,1,1,"ELP","IAH",667,7,12,0,"",0,0,0,0,0,0
2005,11,3,4,1006,1008,1240,1255,"OO",6616,"N953SW",94,107,77,-15,-2,"DEN","CID",692,4,13,0,"",0,0,0,0,0,0
2005,9,21,3,700,700,840,840,"WN",490,"N325",100,100,87,0,0,"SEA","SMF",605,3,10,0,"",0,0,0,0,0,0
2006,3,19,7,1321,1310,1419,1416,"DL",1160,"N909DA",118,126,96,3,11,"SLC","SEA",689,2,20,0,"",0,0,0,0,0,0
2006,11,27,1,1829,1830,2011,2020,"AA",2294,"N5FJAA",162,170,144,-9,-1,"MCO","DFW",984,8,10,0,"",0,0,0,0,0,0
2006,7,13,4,1622,1602,1725,1705,"XE",2472,"N12934",63,63,38,20,20,"LFT","IAH",201,6,19,0,"",0,0,0,0,0,20
2005,4,21,4,2155,2155,2337,2350,"WN",965,"N521",102,115,95,-13,0,"STL","HOU",687,3,4,0,"",0,0,0,0,0,0
2006,3,11,6,1433,1431,1557,1558,"AA",827,"N4WXAA",84,87,56,-1,2,"MSP","ORD",334,6,22,0,"",0,0,0,0,0,0
2005,1,26,3,1732,1734,1818,1829,"HP",287,"N807AW",106,115,88,-11,-2,"PHX","SJC",621,5,13,0,"",0,0,0,0,0,0
2006,5,27,6,600,600,905,911,"EV",4755,"N759EV",125,131,104,-6,0,"OMA","ATL",821,11,10,0,"",0,0,0,0,0,0
2005,8,16,2,1209,1210,1840,1848,"DL",1034,"N923DL",211,218,191,-8,-1,"TUS","ATL",1541,9,11,0,"",0,0,0,0,0,0
2005,6,10,5,1108,1118,1206,1220,"MQ",3308,"N400BR",58,62,36,-14,-10,"GRK","DFW",134,12,10,0,"",0,0,0,0,0,0
2006,1,17,2,1916,1915,2228,2242,"XE",2123,"N14568",132,147,104,-14,1,"IAH","CLT",913,5,23,0,"",0,0,0,0,0,0
2005,12,10,6,1845,1850,2030,2039,"US",464,"N405US",105,109,90,-9,-5,"RSW","CLT",600,6,9,0,"",0,0,0,0,0,0
2006,10,24,2,1804,1801,2008,2000,"XE",2990,"N28529",124,119,102,8,3,"HSV","IAH",595,10,12,0,"",0,0,0,0,0,0
2005,2,15,2,1703,1700,1820,1812,"MQ",4791,"N728AE",77,72,44,8,3,"LGA","DCA",214,5,28,0,"",0,0,0,0,0,0
2005,5,2,1,1356,1354,1518,1528,"MQ",3997,"N840AE",82,94,70,-10,2,"BNA","ORD",409,5,7,0,"",0,0,0,0,0,0
2005,7,1,5,1208,1206,1213,1230,"OO",6982,"N726SK",65,84,48,-17,2,"CMH","ORD",296,9,8,0,"",0,0,0,0,0,0
2005,11,7,1,1228,1100,1547,1435,"B6",465,"N517JB",199,215,177,72,88,"BOS","RSW",1249,5,17,0,"",0,56,0,0,0,16
2006,8,28,1,1815,1820,1840,1855,"WN",466,"N740",85,95,72,-15,-5,"SLC","GEG",546,4,9,0,"",0,0,0,0,0,0
2006,10,15,7,1956,1950,2310,2310,"F9",148,"N945FR",134,140,116,0,6,"DEN","IAH",861,8,10,0,"",0,0,0,0,0,0
2005,12,15,4,915,915,1035,1033,"DH",1148,"N624BR",80,78,45,2,0,"IAD","ROC",289,5,29,0,"",0,0,0,0,0,0
2005,5,3,2,704,705,830,838,"XE",2347,"N11548",86,93,62,-8,-1,"EWR","PIT",319,7,17,0,"",0,0,0,0,0,0
2005,12,13,2,1922,1925,2031,2035,"F9",686,"N914FR",129,130,111,-4,-3,"SAT","DEN",794,8,10,0,"",0,0,0,0,0,0
2005,9,12,1,2114,2115,2205,2207,"US",1299,"N779AU",51,52,33,-2,-1,"CLT","CHS",168,5,13,0,"",0,0,0,0,0,0
2005,8,31,3,1035,1040,1622,1637,"AA",2074,"N506AA",227,237,212,-15,-5,"LAX","BNA",1797,5,10,0,"",0,0,0,0,0,0
2006,12,16,6,1555,1545,1640,1657,"EV",4764,"N927EV",105,132,88,-17,10,"ATL","TUL",674,6,11,0,"",0,0,0,0,0,0
2006,1,1,7,1658,1650,1821,1815,"WN",2508,"N758",83,85,68,6,8,"RNO","PDX",444,3,12,0,"",0,0,0,0,0,0
2006,1,18,3,1529,1530,1615,1625,"EV",4603,"N923EV",106,115,89,-10,-1,"ATL","MDW",590,5,12,0,"",0,0,0,0,0,0
2005,9,11,7,2042,2005,2138,2105,"WN",503,"N528",56,60,45,33,37,"LIT","DAL",296,3,8,0,"",0,0,0,0,0,33
2006,1,15,7,705,705,809,815,"WN",2447,"N447",64,70,49,-6,0,"SAN","LAS",258,4,11,0,"",0,0,0,0,0,0
2006,8,17,4,950,1000,1035,1047,"YV",1044,"N693BR",45,47,34,-12,-10,"ITO","HNL",216,5,6,0,"",0,0,0,0,0,0
2005,3,21,1,901,855,1027,959,"OO",6430,"N702SK",86,64,44,28,6,"SFO","BUR",326,4,38,0,"",0,0,0,28,0,0
2006,6,20,2,840,845,941,943,"OH",5398,"N470CA",61,58,41,-2,-5,"CVG","AZO",225,2,18,0,"",0,0,0,0,0,0
2005,2,19,6,914,915,1017,1034,"US",1418,"N573US",63,79,50,-17,-1,"PIT","LGA",335,6,7,0,"",0,0,0,0,0,0
2005,4,28,4,1004,1012,1207,1223,"NW",1016,"N777NC",63,71,44,-16,-8,"IND","DTW",231,5,14,0,"",0,0,0,0,0,0
2005,12,11,7,1251,1230,1255,1253,"OH",5464,"N814CA",64,83,14,2,21,"CVG","ORD",264,5,45,0,"",0,0,0,0,0,0
2005,8,1,1,558,600,938,944,"AA",935,"N5FLAA",160,164,144,-6,-2,"DFW","MIA",1121,4,12,0,"",0,0,0,0,0,0
2005,7,13,3,NA,1426,NA,1610,"DL",797,"N925DL",NA,104,NA,NA,NA,"RIC","ATL",481,0,0,1,"B",0,0,0,0,0,0
2006,2,7,2,2035,2010,2141,2129,"OO",6497,"N983SW",66,79,49,12,25,"SJC","LAX",308,4,13,0,"",0,0,0,0,0,0
2005,7,28,4,2150,2105,2258,2219,"CO",647,"N36207",188,194,161,39,45,"IAH","SAN",1303,15,12,0,"",0,39,0,0,0,0
2006,4,2,7,737,745,1100,1111,"FL",829,"N992AT",143,146,125,-11,-8,"MDW","MCO",989,10,8,0,"",0,0,0,0,0,0
2005,3,5,6,1109,1102,1655,1646,"AA",1704,"N462AA",226,224,208,9,7,"PSP","ORD",1652,7,11,0,"",0,0,0,0,0,0
2006,12,24,7,1545,1545,1639,1640,"WN",1289,"N481",54,55,38,-1,0,"MCI","STL",237,5,11,0,"",0,0,0,0,0,0
2006,12,21,4,2112,2010,2221,2130,"B6",1018,"N193JB",69,80,40,51,62,"JFK","BOS",187,4,25,0,"",0,0,0,0,0,51
2005,2,17,4,1035,1025,1155,1145,"WN",694,"N379SW",80,80,68,10,10,"MSY","BNA",471,5,7,0,"",0,0,0,0,0,0
2006,1,16,1,637,647,805,822,"YV",7150,"N47202",88,95,66,-17,-10,"IAD","BOS",413,5,17,0,"",0,0,0,0,0,0
2005,3,31,4,1249,1251,1504,1515,"DL",248,"N393DA",75,84,58,-11,-2,"LAS","SLC",368,6,11,0,"",0,0,0,0,0,0
2006,6,15,4,1750,1745,1900,1910,"WN",145,"N717SA",130,145,115,-10,5,"BDL","MDW",777,5,10,0,"",0,0,0,0,0,0
2006,4,19,3,825,827,1038,1030,"UA",1411,"N485UA",253,243,228,8,-2,"MCO","DEN",1545,12,13,0,"",0,0,0,0,0,0
2006,9,8,5,1115,1110,1247,1240,"B6",1254,"N179JB",92,90,67,7,5,"IAD","BOS",413,4,21,0,"",0,0,0,0,0,0
2005,6,20,1,2020,2000,2142,2125,"WN",979,"N337",82,85,58,17,20,"SAN","OAK",446,7,17,0,"",0,0,0,0,0,17
2005,4,15,5,1745,1745,1824,1835,"WN",1788,"N521",39,50,30,-11,0,"DAL","AUS",189,4,5,0,"",0,0,0,0,0,0
2005,9,12,1,1251,1255,2059,2120,"UA",52,"N665UA",308,325,282,-21,-4,"HNL","LAX",2556,7,19,0,"",0,0,0,0,0,0
2005,1,8,6,1605,1605,1927,1900,"WN",1464,"N473",322,295,293,27,0,"BUF","PHX",1912,7,22,0,"",0,0,0,27,0,0
2006,1,20,5,928,906,1010,947,"EV",4475,"N852AS",102,101,68,23,22,"ATL","MLU",448,4,30,0,"",0,22,0,1,0,0
2006,2,19,7,1634,1630,1906,1904,"AA",2491,"N460AA",212,214,183,2,4,"FLL","ORD",1182,20,9,0,"",0,0,0,0,0,0
2006,12,17,7,2225,2225,2314,2325,"OO",6124,"N308SW",49,60,29,-11,0,"LAX","PSP",110,4,16,0,"",0,0,0,0,0,0
